1	human	BU	Orchid	None	\N	wgEncodeEH000001	2011-04-20 09:41:32
1129	human	UT-A	ChipSeq	Gliobla	antibody=Input	wgEncodeEH001129	2011-04-20 10:23:23
1130	human	UT-A	ChipSeq	MCF-7	antibody=Pol2	wgEncodeEH001130	2011-04-20 10:23:23
1131	human	UT-A	ChipSeq	MCF-7	antibody=CTCF treatment=estrogen	wgEncodeEH001131	2011-04-20 10:23:23
1132	human	UT-A	ChipSeq	MCF-7	antibody=CTCF treatment=vehicle	wgEncodeEH001132	2011-04-20 10:23:23
1133	human	UT-A	ChipSeq	MCF-7	antibody=c-Myc treatment=vehicle	wgEncodeEH001133	2011-04-20 10:23:23
1134	human	UT-A	ChipSeq	MCF-7	antibody=c-Myc treatment=estrogen	wgEncodeEH001134	2011-04-20 10:23:23
1135	human	UT-A	ChipSeq	Gliobla	antibody=CTCF	wgEncodeEH001135	2011-04-20 10:23:23
1136	human	UT-A	ChipSeq	Gliobla	antibody=Pol2	wgEncodeEH001136	2011-04-20 10:23:23
1137	human	UT-A	ChipSeq	Monocytes-CD14+_RO01746	antibody=Input	wgEncodeEH001137	2012-08-21 12:40:37
1138	human	RIKEN	Cage	H1-hESC	localization=cell rnaExtract=longPolyA	wgEncodeEH001138	2011-06-07 08:12:32
1139	human	RIKEN	Cage	H1-hESC	localization=cytosol rnaExtract=longPolyA	wgEncodeEH001139	2011-06-07 08:12:32
1140	human	RIKEN	Cage	H1-hESC	localization=nucleus rnaExtract=longPolyA	wgEncodeEH001140	2011-06-07 08:12:32
1141	human	RIKEN	Cage	HUVEC	localization=cell rnaExtract=longPolyA	wgEncodeEH001141	2011-06-07 08:12:32
1142	human	RIKEN	Cage	HUVEC	localization=cytosol rnaExtract=longPolyA	wgEncodeEH001142	2011-06-07 08:12:32
1143	human	RIKEN	Cage	HUVEC	localization=nucleus rnaExtract=longPolyA	wgEncodeEH001143	2011-06-07 08:12:32
1144	human	RIKEN	Cage	HeLa-S3	localization=cytosol rnaExtract=longPolyA	wgEncodeEH001144	2011-06-07 08:12:32
1145	human	RIKEN	Cage	HeLa-S3	localization=nucleus rnaExtract=longPolyA	wgEncodeEH001145	2011-06-07 08:12:32
1146	human	RIKEN	Cage	HeLa-S3	localization=cell rnaExtract=longPolyA	wgEncodeEH001146	2011-06-07 08:12:32
1147	human	RIKEN	Cage	HepG2	localization=cytosol rnaExtract=longPolyA	wgEncodeEH001147	2011-06-07 08:12:32
1148	human	RIKEN	Cage	HepG2	localization=nucleus rnaExtract=longPolyA	wgEncodeEH001148	2011-06-07 08:12:32
1149	human	RIKEN	Cage	HepG2	localization=cell rnaExtract=longPolyA	wgEncodeEH001149	2011-06-07 08:12:32
1150	human	RIKEN	Cage	K562	localization=cell rnaExtract=longPolyA	wgEncodeEH001150	2011-06-07 08:12:32
1151	human	RIKEN	Cage	MCF-7	localization=cell rnaExtract=longPolyA	wgEncodeEH001151	2011-06-07 08:12:32
1152	human	RIKEN	Cage	NHEK	localization=cell rnaExtract=longPolyA	wgEncodeEH001152	2011-06-07 08:12:32
1153	human	RIKEN	Cage	NHEK	localization=cytosol rnaExtract=longPolyA	wgEncodeEH001153	2011-06-07 08:12:33
1154	human	RIKEN	Cage	NHEK	localization=nucleus rnaExtract=longPolyA	wgEncodeEH001154	2011-06-07 08:12:33
1155	human	RIKEN	Cage	HeLa-S3	localization=cytosol rnaExtract=longNonPolyA	wgEncodeEH001155	2011-06-07 08:12:32
1156	human	RIKEN	Cage	HeLa-S3	localization=nucleolus rnaExtract=total	wgEncodeEH001156	2011-06-07 08:12:32
1157	human	RIKEN	Cage	SK-N-SH_RA	localization=cell rnaExtract=longPolyA	wgEncodeEH001157	2011-06-07 08:12:33
1158	human	RIKEN	Cage	A549	localization=cell rnaExtract=longPolyA	wgEncodeEH001158	2011-06-07 08:12:32
1159	human	RIKEN	Cage	AG04450	localization=cell rnaExtract=longPolyA	wgEncodeEH001159	2011-06-07 08:12:32
1160	human	RIKEN	Cage	BJ	localization=cell rnaExtract=longPolyA	wgEncodeEH001160	2011-06-07 08:12:32
1161	human	UW	DnaseSeq	AoAF	\N	wgEncodeEH001161	2011-05-13 10:50:15
1162	human	UW	DnaseSeq	HCT-116	\N	wgEncodeEH001162	2011-05-13 10:50:15
1163	human	UW	DnaseSeq	HMVEC-LBl	\N	wgEncodeEH001163	2011-05-13 10:50:15
1164	human	UW	DnaseSeq	HCFaa	\N	wgEncodeEH001164	2011-05-13 10:50:15
1165	human	UW	DnaseSeq	HConF	\N	wgEncodeEH001165	2011-05-13 10:50:15
1166	human	UW	DnaseSeq	HMF	\N	wgEncodeEH001166	2011-05-13 10:50:15
1167	human	UW	DnaseSeq	HMVEC-LLy	\N	wgEncodeEH001167	2011-05-13 10:50:15
1168	human	UW	DnaseSeq	HMVEC-dBl-Ad	\N	wgEncodeEH001168	2011-05-13 10:50:15
1169	human	UW	DnaseSeq	HMVEC-dBl-Neo	\N	wgEncodeEH001169	2011-05-13 10:50:15
1170	human	UW	DnaseSeq	HMVEC-dLy-Ad	\N	wgEncodeEH001170	2011-05-13 10:50:15
1171	human	UW	DnaseSeq	HMVEC-dLy-Neo	\N	wgEncodeEH001171	2011-05-13 10:50:15
1172	human	UW	DnaseSeq	HMVEC-dNeo	\N	wgEncodeEH001172	2011-05-13 10:50:15
1173	human	UW	DnaseSeq	HPAF	\N	wgEncodeEH001173	2011-05-13 10:50:15
1174	human	UW	DnaseSeq	HPF	\N	wgEncodeEH001174	2011-05-13 10:50:15
1175	human	UW	DnaseSeq	HPdLF	\N	wgEncodeEH001175	2011-05-13 10:50:15
1176	human	UW	DnaseSeq	HVMF	\N	wgEncodeEH001176	2011-05-13 10:50:15
1177	human	UW	DnaseSeq	NHDF-Ad	\N	wgEncodeEH001177	2011-05-13 10:50:16
1178	human	UW	DnaseSeq	HBMEC	\N	wgEncodeEH001178	2011-05-13 10:50:15
1179	human	UW	DnaseSeq	NH-A	\N	wgEncodeEH001179	2011-05-13 10:50:16
1180	human	UW	DnaseSeq	A549	\N	wgEncodeEH001180	2011-05-13 10:50:15
1181	human	UW	DnaseSeq	BE2_C	\N	wgEncodeEH001181	2011-05-13 10:50:15
1182	human	UW	DnaseSeq	GM12864	\N	wgEncodeEH001182	2011-05-13 10:50:15
1183	human	UW	DnaseSeq	HA-sp	\N	wgEncodeEH001183	2011-05-13 10:50:15
1184	human	UW	DnaseSeq	HIPEpiC	\N	wgEncodeEH001184	2011-05-13 10:50:15
1185	human	UW	DnaseSeq	HSMM	\N	wgEncodeEH001185	2011-05-13 10:50:15
1186	human	UW	DnaseSeq	HSMMtube	\N	wgEncodeEH001186	2011-05-13 10:50:15
1187	human	UW	DnaseSeq	LNCaP	\N	wgEncodeEH001187	2011-05-13 10:50:16
1188	human	UW	DnaseSeq	RPTEC	\N	wgEncodeEH001188	2011-05-13 10:50:16
1189	human	UW	DnaseSeq	SK-N-MC	\N	wgEncodeEH001189	2011-05-13 10:50:16
1190	human	UW	DnaseSeq	WERI-Rb-1	\N	wgEncodeEH001190	2011-05-13 10:50:16
1191	human	UW	DnaseSeq	HA-h	\N	wgEncodeEH001191	2011-05-13 10:50:15
1192	human	UW	DnaseSeq	HAc	\N	wgEncodeEH001192	2011-05-13 10:50:15
1193	human	UW	DnaseSeq	HFF	\N	wgEncodeEH001193	2011-05-13 10:50:15
1194	human	UW	DnaseSeq	HFF-Myc	\N	wgEncodeEH001194	2011-05-13 10:50:15
1195	human	UW	DnaseSeq	HRGEC	\N	wgEncodeEH001195	2011-05-13 10:50:15
1196	human	UW	DnaseSeq	Monocytes-CD14+_RO01746	\N	wgEncodeEH001196	2012-02-27 16:19:14
1197	human	UW	DnaseSeq	WI-38	\N	wgEncodeEH001197	2011-05-13 10:50:16
1198	human	UW	DnaseSeq	WI-38	treatment=4OHTAM_20nM_72hr	wgEncodeEH001198	2011-05-13 10:50:16
1199	human	UNC/BSU	Proteogenomics	GM12878	localization=nucleus protocol=In-gel	wgEncodeEH001199	2012-07-12 20:13:32
1200	human	UNC/BSU	Proteogenomics	K562	localization=membraneFraction protocol=In-gel	wgEncodeEH001200	2012-07-12 20:13:32
1201	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-FOS	wgEncodeEH001201	2011-05-13 10:49:01
1202	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-GATA2	wgEncodeEH001202	2011-05-13 10:49:01
1203	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-HDAC8	wgEncodeEH001203	2011-05-13 10:49:01
1204	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-JunB	wgEncodeEH001204	2011-05-13 10:49:01
1205	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-JunD	wgEncodeEH001205	2011-05-13 10:49:01
1206	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-NR4A1	wgEncodeEH001206	2011-05-13 10:49:01
1207	human	UChicago	ChipSeq	K562	antibody=eGFP-FOS control=Control_eGFP-FOS	wgEncodeEH001207	2011-05-13 10:49:01
1208	human	UChicago	ChipSeq	K562	antibody=eGFP-GATA2 control=Control_eGFP-GATA2	wgEncodeEH001208	2011-05-13 10:49:01
1209	human	UChicago	ChipSeq	K562	antibody=eGFP-HDAC8 control=Control_eGFP-HDAC8	wgEncodeEH001209	2011-05-13 10:49:01
1210	human	UChicago	ChipSeq	K562	antibody=eGFP-JunB control=Control_eGFP-JunB	wgEncodeEH001210	2011-05-13 10:49:01
1211	human	UChicago	ChipSeq	K562	antibody=eGFP-JunD control=Control_eGFP-JunD	wgEncodeEH001211	2011-05-13 10:49:01
1212	human	UChicago	ChipSeq	K562	antibody=eGFP-NR4A1 control=Control_eGFP-NR4A1	wgEncodeEH001212	2011-05-13 10:49:01
1213	human	SunyAlbany	RipGeneSt	GM12878	antibody=CELF1	wgEncodeEH001213	2011-04-25 11:05:36
1214	human	SunyAlbany	RipGeneSt	GM12878	antibody=ELAVL1	wgEncodeEH001214	2011-04-25 11:05:36
1215	human	SunyAlbany	RipGeneSt	GM12878	antibody=IGF2BP1	wgEncodeEH001215	2011-04-25 11:05:36
1216	human	SunyAlbany	RipGeneSt	GM12878	antibody=PABPC1	wgEncodeEH001216	2011-04-25 11:05:36
1217	human	SunyAlbany	RipGeneSt	GM12878	antibody=SLBP	wgEncodeEH001217	2011-04-25 11:05:36
1218	human	SunyAlbany	RipGeneSt	GM12878	antibody=T7Tag	wgEncodeEH001218	2011-04-25 11:05:36
1219	human	SunyAlbany	RipGeneSt	GM12878	antibody=ripInput	wgEncodeEH001219	2011-04-25 11:05:36
1220	human	SunyAlbany	RipGeneSt	HeLa-S3	antibody=ripInput	wgEncodeEH001220	2011-04-25 11:05:36
1221	human	SunyAlbany	RipGeneSt	HepG2	antibody=ripInput	wgEncodeEH001221	2011-04-25 11:05:36
1222	human	SunyAlbany	RipGeneSt	K562	antibody=ELAVL1	wgEncodeEH001222	2011-04-25 11:05:36
1223	human	SunyAlbany	RipGeneSt	K562	antibody=PABPC1	wgEncodeEH001223	2011-04-25 11:05:36
1224	human	SunyAlbany	RipGeneSt	K562	antibody=SLBP	wgEncodeEH001224	2011-04-25 11:05:36
1225	human	SunyAlbany	RipGeneSt	K562	antibody=T7Tag	wgEncodeEH001225	2011-04-25 11:05:36
1226	human	SunyAlbany	RipGeneSt	K562	antibody=ripInput	wgEncodeEH001226	2011-04-25 11:05:36
1227	human	SunyAlbany	RipGeneSt	HeLa-S3	antibody=ELAVL1	wgEncodeEH001227	2011-04-25 11:05:36
1228	human	SunyAlbany	RipGeneSt	HeLa-S3	antibody=PABPC1	wgEncodeEH001228	2011-04-25 11:05:36
1229	human	SunyAlbany	RipGeneSt	HeLa-S3	antibody=T7Tag	wgEncodeEH001229	2011-04-25 11:05:36
1230	human	SunyAlbany	RipGeneSt	HepG2	antibody=ELAVL1	wgEncodeEH001230	2011-04-25 11:05:36
1231	human	SunyAlbany	RipGeneSt	HepG2	antibody=PABPC1	wgEncodeEH001231	2011-04-25 11:05:36
1232	human	SunyAlbany	RipGeneSt	HepG2	antibody=T7Tag	wgEncodeEH001232	2011-04-25 11:05:36
1233	human	SunyAlbany	RipGeneSt	K562	antibody=CELF1	wgEncodeEH001233	2011-04-25 11:05:36
1234	human	SunyAlbany	RipGeneSt	H1-hESC	antibody=ELAVL1	wgEncodeEH001234	2011-04-25 11:05:36
1235	human	SunyAlbany	RipGeneSt	H1-hESC	antibody=T7Tag	wgEncodeEH001235	2011-04-25 11:05:36
1236	human	SunyAlbany	RipGeneSt	H1-hESC	antibody=ripInput	wgEncodeEH001236	2011-04-25 11:05:36
1237	human	HudsonAlpha	RnaSeq	A549	rnaExtract=longPolyA treatment=DEX_100pM	wgEncodeEH001237	2011-06-20 12:00:41
1238	human	HudsonAlpha	RnaSeq	ECC-1	rnaExtract=longPolyA treatment=BPA_100nM_4hr	wgEncodeEH001238	2011-06-20 12:00:41
1239	human	HudsonAlpha	RnaSeq	ECC-1	rnaExtract=longPolyA treatment=DMSO_4hr	wgEncodeEH001239	2011-06-20 12:00:41
1240	human	HudsonAlpha	RnaSeq	ECC-1	rnaExtract=longPolyA treatment=Estradiol_10nM_4hr	wgEncodeEH001240	2011-06-20 12:00:41
1241	human	HudsonAlpha	RnaSeq	ECC-1	rnaExtract=longPolyA treatment=Genistein_100nM_4hr	wgEncodeEH001241	2011-06-20 12:00:41
1242	human	HudsonAlpha	RnaSeq	T-47D	rnaExtract=longPolyA treatment=BPA_100nM_4hr	wgEncodeEH001242	2011-06-20 12:00:41
1243	human	HudsonAlpha	RnaSeq	T-47D	rnaExtract=longPolyA treatment=DMSO_4hr	wgEncodeEH001243	2011-06-20 12:00:41
1244	human	HudsonAlpha	RnaSeq	T-47D	rnaExtract=longPolyA treatment=Estradiol_10nM_4hr	wgEncodeEH001244	2011-06-20 12:00:41
1245	human	HudsonAlpha	RnaSeq	T-47D	rnaExtract=longPolyA treatment=Genistein_100nM_4hr	wgEncodeEH001245	2011-06-20 12:00:41
1246	human	HudsonAlpha	RnaSeq	A549	rnaExtract=longPolyA treatment=DEX_1nM	wgEncodeEH001246	2011-06-20 12:00:41
1247	human	HudsonAlpha	RnaSeq	A549	rnaExtract=longPolyA treatment=DEX_500pM	wgEncodeEH001247	2011-06-20 12:00:41
1248	human	HudsonAlpha	RnaSeq	A549	rnaExtract=longPolyA treatment=DEX_5nM	wgEncodeEH001248	2011-06-20 12:00:41
1249	human	HudsonAlpha	RnaSeq	BE2_C	rnaExtract=longPolyA	wgEncodeEH001249	2011-06-20 12:00:41
1250	human	HudsonAlpha	RnaSeq	SK-N-SH	rnaExtract=longPolyA	wgEncodeEH001250	2011-06-20 12:00:41
1251	human	HudsonAlpha	RnaSeq	PANC-1	rnaExtract=longPolyA	wgEncodeEH001251	2011-06-20 12:00:41
1252	human	HudsonAlpha	RnaSeq	PFSK-1	rnaExtract=longPolyA	wgEncodeEH001252	2011-06-20 12:00:41
1253	human	HudsonAlpha	RnaSeq	U87	rnaExtract=longPolyA	wgEncodeEH001253	2011-06-20 12:00:41
1254	human	SunyAlbany	RipTiling	GM12878	antibody=ELAVL1	wgEncodeEH001254	2011-06-20 12:01:33
1255	human	SunyAlbany	RipTiling	GM12878	antibody=PABPC1	wgEncodeEH001255	2011-06-20 12:01:33
1256	human	SunyAlbany	RipTiling	GM12878	antibody=T7Tag	wgEncodeEH001256	2011-06-20 12:01:33
1257	human	SunyAlbany	RipTiling	GM12878	antibody=ripInput	wgEncodeEH001257	2011-06-20 12:01:33
1258	human	SunyAlbany	RipTiling	K562	antibody=ELAVL1	wgEncodeEH001258	2011-06-20 12:01:33
1259	human	SunyAlbany	RipTiling	K562	antibody=PABPC1	wgEncodeEH001259	2011-06-20 12:01:33
1260	human	SunyAlbany	RipTiling	K562	antibody=T7Tag	wgEncodeEH001260	2011-06-20 12:01:33
1261	human	SunyAlbany	RipTiling	K562	antibody=ripInput	wgEncodeEH001261	2011-06-20 12:01:33
1262	human	HudsonAlpha	Genotype	HRCEpiC	\N	wgEncodeEH001262	2011-05-18 13:44:41
1263	human	HudsonAlpha	Genotype	HRE	\N	wgEncodeEH001263	2011-05-18 13:44:41
1264	human	HudsonAlpha	Genotype	HRPEpiC	\N	wgEncodeEH001264	2011-05-18 13:44:41
1265	human	HudsonAlpha	Genotype	IMR90	\N	wgEncodeEH001265	2011-05-18 13:44:41
1266	human	HudsonAlpha	Genotype	Jurkat	\N	wgEncodeEH001266	2011-05-18 13:44:41
1267	human	HudsonAlpha	Genotype	LNCaP	\N	wgEncodeEH001267	2011-05-18 13:44:41
1268	human	HudsonAlpha	Genotype	MCF-7	\N	wgEncodeEH001268	2011-05-18 13:44:41
1269	human	HudsonAlpha	Genotype	MCF10A-Er-Src	\N	wgEncodeEH001269	2011-05-18 13:44:41
1270	human	HudsonAlpha	Genotype	MCF10A-Er-Src	treatment=4OHTAM_1uM_36hr	wgEncodeEH001270	2011-08-12 16:33:10
1271	human	HudsonAlpha	Genotype	NB4	\N	wgEncodeEH001271	2011-05-18 13:44:41
1272	human	HudsonAlpha	Genotype	NH-A	\N	wgEncodeEH001272	2011-05-18 13:44:41
1273	human	HudsonAlpha	Genotype	NHBE	\N	wgEncodeEH001273	2011-05-18 13:44:41
1274	human	HudsonAlpha	Genotype	NHDF-neo	\N	wgEncodeEH001274	2011-05-18 13:44:41
1275	human	HudsonAlpha	Genotype	NT2-D1	\N	wgEncodeEH001275	2011-05-18 13:44:41
1276	human	HudsonAlpha	Genotype	PANC-1	\N	wgEncodeEH001276	2011-05-18 13:44:41
1277	human	HudsonAlpha	Genotype	PrEC	\N	wgEncodeEH001277	2011-05-18 13:44:41
1278	human	HudsonAlpha	Genotype	RPTEC	\N	wgEncodeEH001278	2011-05-18 13:44:41
1279	human	HudsonAlpha	Genotype	SAEC	\N	wgEncodeEH001279	2011-05-18 13:44:41
1280	human	HudsonAlpha	Genotype	SK-N-SH_RA	\N	wgEncodeEH001280	2011-05-18 13:44:41
1281	human	HudsonAlpha	Genotype	SKMC	\N	wgEncodeEH001281	2011-05-18 13:44:41
1282	human	HudsonAlpha	Genotype	A549	\N	wgEncodeEH001282	2011-05-18 13:44:41
1283	human	HudsonAlpha	Genotype	AG04449	\N	wgEncodeEH001283	2011-05-18 13:44:41
1284	human	HudsonAlpha	Genotype	AG04450	\N	wgEncodeEH001284	2011-05-18 13:44:41
1285	human	HudsonAlpha	Genotype	AG09309	\N	wgEncodeEH001285	2011-05-18 13:44:41
1286	human	HudsonAlpha	Genotype	AG09319	\N	wgEncodeEH001286	2011-05-18 13:44:41
1287	human	HudsonAlpha	Genotype	AG10803	\N	wgEncodeEH001287	2011-05-18 13:44:41
1288	human	HudsonAlpha	Genotype	AoSMC	\N	wgEncodeEH001288	2011-05-18 13:44:41
1289	human	HudsonAlpha	Genotype	NH-A	obtainedBy=Duke	wgEncodeEH001289	2011-12-20 11:55:47
1290	human	HudsonAlpha	Genotype	BC_Jejunum_H12817N	\N	wgEncodeEH001290	2011-05-18 13:44:41
1291	human	HudsonAlpha	Genotype	BC_Small_Intestine_01-11002	\N	wgEncodeEH001291	2011-05-18 13:44:41
1292	human	HudsonAlpha	Genotype	BJ	\N	wgEncodeEH001292	2011-05-18 13:44:41
1293	human	HudsonAlpha	Genotype	CMK	\N	wgEncodeEH001293	2011-05-18 13:44:41
1294	human	HudsonAlpha	Genotype	Caco-2	\N	wgEncodeEH001294	2011-05-18 13:44:41
1295	human	HudsonAlpha	Genotype	Chorion	\N	wgEncodeEH001295	2011-05-18 13:44:41
1296	human	HudsonAlpha	Genotype	GM06990	\N	wgEncodeEH001296	2011-05-18 13:44:41
1297	human	HudsonAlpha	Genotype	GM12891	\N	wgEncodeEH001297	2011-05-18 13:44:41
1298	human	HudsonAlpha	Genotype	GM12892	\N	wgEncodeEH001298	2011-05-18 13:44:41
1299	human	HudsonAlpha	Genotype	GM19239	\N	wgEncodeEH001299	2011-05-18 13:44:41
1300	human	HudsonAlpha	Genotype	H1-hESC	\N	wgEncodeEH001300	2011-05-18 13:44:41
1301	human	HudsonAlpha	Genotype	HAEpiC	\N	wgEncodeEH001301	2011-05-18 13:44:41
1302	human	HudsonAlpha	Genotype	HCF	\N	wgEncodeEH001302	2011-05-18 13:44:41
1303	human	HudsonAlpha	Genotype	HCM	\N	wgEncodeEH001303	2011-05-18 13:44:41
1304	human	HudsonAlpha	Genotype	HCPEpiC	\N	wgEncodeEH001304	2011-05-18 13:44:41
1305	human	HudsonAlpha	Genotype	HEEpiC	\N	wgEncodeEH001305	2011-05-18 13:44:41
1306	human	HudsonAlpha	Genotype	HEK293	\N	wgEncodeEH001306	2011-05-18 13:44:41
1307	human	HudsonAlpha	Genotype	HIPEpiC	\N	wgEncodeEH001307	2011-05-18 13:44:41
1308	human	HudsonAlpha	Genotype	HL-60	\N	wgEncodeEH001308	2011-05-18 13:44:41
1309	human	HudsonAlpha	Genotype	HMEC	\N	wgEncodeEH001309	2011-05-18 13:44:41
1310	human	HudsonAlpha	Genotype	HNPCEpiC	\N	wgEncodeEH001310	2011-05-18 13:44:41
1311	human	HudsonAlpha	Genotype	HPAEpiC	\N	wgEncodeEH001311	2011-05-18 13:44:41
1312	human	HudsonAlpha	Genotype	HSMM	\N	wgEncodeEH001312	2011-05-18 13:44:41
1313	human	HudsonAlpha	Genotype	HSMMtube	\N	wgEncodeEH001313	2011-05-18 13:44:41
1314	human	HudsonAlpha	Genotype	HTR8svn	\N	wgEncodeEH001314	2011-05-18 13:44:41
1315	human	HudsonAlpha	Genotype	HUVEC	\N	wgEncodeEH001315	2011-05-18 13:44:41
1316	human	HudsonAlpha	Genotype	HeLa-S3	\N	wgEncodeEH001316	2011-05-18 13:44:41
1317	human	HudsonAlpha	Genotype	Melano	\N	wgEncodeEH001317	2011-05-18 13:44:41
1318	human	HudsonAlpha	Genotype	Myometr	\N	wgEncodeEH001318	2011-05-18 13:44:41
1319	human	HudsonAlpha	Genotype	PFSK-1	\N	wgEncodeEH001319	2011-05-18 13:44:41
1320	human	HudsonAlpha	Genotype	T-47D	\N	wgEncodeEH001320	2011-05-18 13:44:41
1321	human	HudsonAlpha	Genotype	U87	\N	wgEncodeEH001321	2011-05-18 13:44:41
1322	human	HudsonAlpha	Genotype	ovcar-3	\N	wgEncodeEH001322	2011-05-18 13:44:41
1323	human	Duke	Combined	GM12878	composite=wgEncodeOpenChromSynth	wgEncodeEH001323	2011-05-02 15:14:40
1324	human	Duke	Combined	H1-hESC	composite=wgEncodeOpenChromSynth	wgEncodeEH001324	2011-05-02 15:14:40
1325	human	Duke	Combined	HUVEC	composite=wgEncodeOpenChromSynth	wgEncodeEH001325	2011-05-02 15:14:40
1326	human	Duke	Combined	HeLa-S3	composite=wgEncodeOpenChromSynth	wgEncodeEH001326	2011-05-02 15:14:40
1327	human	Duke	Combined	HepG2	composite=wgEncodeOpenChromSynth	wgEncodeEH001327	2011-05-02 15:14:40
1328	human	Duke	Combined	K562	composite=wgEncodeOpenChromSynth	wgEncodeEH001328	2011-05-02 15:14:40
1329	human	Duke	Combined	NHEK	composite=wgEncodeOpenChromSynth	wgEncodeEH001329	2011-05-02 15:14:40
1352	human	HudsonAlpha	MethylRrbs	NHBE	\N	wgEncodeEH001352	2011-05-16 14:27:39
1353	human	HudsonAlpha	MethylRrbs	NT2-D1	\N	wgEncodeEH001353	2011-05-16 14:27:39
1354	human	HudsonAlpha	MethylRrbs	SKMC	\N	wgEncodeEH001354	2011-05-16 14:27:40
1355	human	HudsonAlpha	MethylRrbs	GM12878	\N	wgEncodeEH001355	2011-05-16 14:27:39
1356	human	HudsonAlpha	MethylRrbs	HCT-116	\N	wgEncodeEH001356	2011-05-16 14:27:39
1357	human	HudsonAlpha	MethylRrbs	HRE	\N	wgEncodeEH001357	2011-05-16 14:27:39
1358	human	HudsonAlpha	MethylRrbs	HRPEpiC	\N	wgEncodeEH001358	2011-05-16 14:27:39
1359	human	HudsonAlpha	MethylRrbs	Jurkat	\N	wgEncodeEH001359	2011-05-16 14:27:39
1360	human	HudsonAlpha	MethylRrbs	GM12891	\N	wgEncodeEH001360	2011-05-16 14:27:39
1361	human	HudsonAlpha	MethylRrbs	GM12892	\N	wgEncodeEH001361	2011-05-16 14:27:39
1362	human	HudsonAlpha	MethylRrbs	H1-hESC	\N	wgEncodeEH001362	2011-05-16 14:27:39
1363	human	HudsonAlpha	MethylRrbs	HeLa-S3	\N	wgEncodeEH001363	2011-05-16 14:27:39
1364	human	HudsonAlpha	MethylRrbs	K562	\N	wgEncodeEH001364	2011-05-16 14:27:39
1365	human	HudsonAlpha	MethylRrbs	HCPEpiC	\N	wgEncodeEH001365	2011-05-16 14:27:39
1366	human	HudsonAlpha	MethylRrbs	HPAEpiC	\N	wgEncodeEH001366	2011-05-16 14:27:39
1367	human	HudsonAlpha	MethylRrbs	LNCaP	treatment=androgen	wgEncodeEH001367	2011-05-16 14:27:39
1368	human	HudsonAlpha	MethylRrbs	NHDF-neo	\N	wgEncodeEH001368	2011-05-16 14:27:39
1369	human	HudsonAlpha	MethylRrbs	SAEC	\N	wgEncodeEH001369	2011-05-16 14:27:40
1370	human	HudsonAlpha	MethylRrbs	SK-N-SH_RA	\N	wgEncodeEH001370	2011-05-16 14:27:40
1371	human	HudsonAlpha	MethylRrbs	HSMM	\N	wgEncodeEH001371	2011-05-16 14:27:39
1372	human	HudsonAlpha	MethylRrbs	Melano	\N	wgEncodeEH001372	2011-05-16 14:27:39
1373	human	HudsonAlpha	MethylRrbs	PanIslets	\N	wgEncodeEH001373	2011-05-16 14:27:40
1374	human	HudsonAlpha	MethylRrbs	ProgFib	\N	wgEncodeEH001374	2011-05-16 14:27:40
1375	human	HudsonAlpha	MethylRrbs	RPTEC	\N	wgEncodeEH001375	2011-05-16 14:27:40
1376	human	HudsonAlpha	MethylRrbs	GM12878-XiMat	\N	wgEncodeEH001376	2011-05-16 14:27:39
1377	human	HudsonAlpha	MethylRrbs	IMR90	\N	wgEncodeEH001377	2011-05-16 14:27:39
1378	human	HudsonAlpha	MethylRrbs	MCF10A-Er-Src	\N	wgEncodeEH001378	2011-05-16 14:27:39
1379	human	HudsonAlpha	MethylRrbs	MCF10A-Er-Src	treatment=4OHTAM_1uM_36hr	wgEncodeEH001379	2011-09-06 10:27:51
1380	human	HudsonAlpha	MethylRrbs	NH-A	\N	wgEncodeEH001380	2011-05-16 14:27:39
1381	human	HudsonAlpha	MethylRrbs	Osteobl	\N	wgEncodeEH001381	2011-05-16 14:27:39
1382	human	HudsonAlpha	MethylRrbs	AoSMC	\N	wgEncodeEH001382	2011-05-16 14:27:39
2060	human	HudsonAlpha	MethylRrbs	HSMM_FSHD	\N	wgEncodeEH002060	2011-09-06 10:27:51
1384	human	HudsonAlpha	MethylRrbs	BC_Adrenal_Gland_H12803N	\N	wgEncodeEH001384	2011-05-16 14:27:39
1385	human	HudsonAlpha	MethylRrbs	BC_Brain_H11058N	\N	wgEncodeEH001385	2011-05-16 14:27:39
1386	human	HudsonAlpha	MethylRrbs	BC_Breast_02-03015	\N	wgEncodeEH001386	2011-05-16 14:27:39
1387	human	HudsonAlpha	MethylRrbs	BC_Kidney_01-11002	\N	wgEncodeEH001387	2011-05-16 14:27:39
1388	human	HudsonAlpha	MethylRrbs	BC_Left_Ventricle_N41	\N	wgEncodeEH001388	2011-05-16 14:27:39
1389	human	HudsonAlpha	MethylRrbs	BC_Leukocyte_UHN00204	\N	wgEncodeEH001389	2011-05-16 14:27:39
1390	human	HudsonAlpha	MethylRrbs	BC_Liver_01-11002	\N	wgEncodeEH001390	2011-05-16 14:27:39
